Nombre_Jugador,Posición,Equipo,Edad,Minutos_Jugados,Puntos_Totales,Tiros_Campo_Encestados,Tiros_Campo_Intentados,Triples_Encestados,Triples_Intentados,Porcentaje_Triples,Tiros_Libres_Encestados,Tiros_Libres_Intentados,Rebotes_Ofensivos,Rebotes_Defensivos,Rebotes_Totales,Asistencias,Pérdidas,Robos,Bloqueos,Faltas_Personales,Doble_Dobles,Triple_Dobles,Año
Naji Marshall,SF,NOP,25,1792.0,698.0,247.0,571.0,66.0,218.0,30.3,138.0,175.0,48.0,231.0,279.0,189.0,97.0,54.0,14.0,113.0,0,0,2023
Talen Horton-Tucker,SG,UTA,22,1313.2,698.0,257.0,613.0,58.0,203.0,28.6,126.0,168.0,41.0,169.0,210.0,246.0,126.0,41.0,29.0,108.0,2,0,2023
Deni Avdija,SF,WAS,22,2020.4,697.0,253.0,579.0,69.0,232.0,29.7,122.0,165.0,74.0,413.0,487.0,211.0,123.0,65.0,29.0,209.0,11,0,2023
Santi Aldama,PF,MEM,22,1681.7,696.0,247.0,525.0,94.0,266.0,35.3,108.0,144.0,85.0,286.0,371.0,97.0,60.0,45.0,48.0,143.0,4,0,2023
Jusuf Nurkic,C,POR,28,1391.4,694.0,262.0,505.0,43.0,119.0,36.1,127.0,192.0,114.0,357.0,471.0,149.0,119.0,43.0,44.0,185.0,18,0,2023
Reggie Jackson,PG,DEN,33,1656.9,693.0,263.0,640.0,96.0,288.0,33.3,71.0,78.0,25.0,119.0,144.0,233.0,115.0,47.0,6.0,114.0,1,0,2023
Isaiah Joe,SG,OKC,23,1395.3,691.0,224.0,508.0,161.0,394.0,40.9,82.0,100.0,27.0,148.0,175.0,88.0,39.0,48.0,8.0,105.0,0,0,2023
Ayo Dosunmu,SG,CHI,23,2097.6,687.0,281.0,570.0,59.0,189.0,31.2,66.0,82.0,45.0,175.0,220.0,206.0,99.0,62.0,26.0,182.0,0,0,2023
Collin Sexton,PG,UTA,24,1145.2,685.0,237.0,468.0,48.0,122.0,39.3,163.0,199.0,37.0,68.0,105.0,138.0,85.0,27.0,6.0,112.0,1,0,2023
Caleb Martin,SF,MIA,27,2077.7,683.0,254.0,548.0,84.0,236.0,35.6,91.0,113.0,88.0,256.0,344.0,117.0,79.0,71.0,31.0,145.0,2,0,2023
Walker Kessler,C,UTA,21,1703.2,679.0,298.0,414.0,1.0,3.0,33.3,82.0,159.0,231.0,389.0,620.0,69.0,58.0,26.0,173.0,169.0,20,0,2023
Donte DiVincenzo,SG,GSW,26,1894.4,678.0,235.0,540.0,150.0,378.0,39.7,58.0,71.0,80.0,245.0,325.0,252.0,112.0,97.0,10.0,133.0,4,0,2023
Malaki Branham,G,SAS,19,1549.6,673.0,269.0,611.0,77.0,255.0,30.2,58.0,70.0,28.0,153.0,181.0,127.0,76.0,33.0,7.0,115.0,0,0,2023
Royce O'Neale,PF,BKN,29,2409.2,671.0,229.0,593.0,163.0,419.0,38.9,50.0,69.0,55.0,329.0,384.0,283.0,114.0,65.0,49.0,239.0,4,1,2023
Cedi Osman,SF,CLE,28,1548.3,669.0,239.0,530.0,116.0,312.0,37.2,75.0,108.0,25.0,151.0,176.0,115.0,52.0,35.0,11.0,122.0,1,0,2023
Jonathan Kuminga,PF,GSW,20,1394.4,666.0,261.0,497.0,54.0,146.0,37.0,90.0,138.0,70.0,161.0,231.0,125.0,95.0,41.0,31.0,157.0,1,0,2023
Bones Hyland,PG,LAC,22,1085.5,659.0,228.0,571.0,117.0,315.0,37.1,86.0,102.0,20.0,115.0,135.0,172.0,82.0,39.0,15.0,96.0,1,0,2023
Doug McDermott,SF,SAS,31,1314.2,654.0,239.0,523.0,123.0,298.0,41.3,53.0,70.0,23.0,115.0,138.0,91.0,58.0,13.0,6.0,118.0,0,0,2023
Josh Richardson,SG,NOP,29,1529.6,654.0,239.0,554.0,107.0,293.0,36.5,69.0,81.0,41.0,134.0,175.0,174.0,86.0,69.0,20.0,117.0,1,0,2023
Lonnie Walker IV,G,LAL,24,1297.0,654.0,236.0,527.0,91.0,249.0,36.5,91.0,106.0,14.0,95.0,109.0,64.0,46.0,30.0,17.0,71.0,0,0,2023
Alec Burks,SG,DET,31,1122.4,652.0,200.0,459.0,99.0,239.0,41.4,153.0,188.0,19.0,139.0,158.0,114.0,58.0,38.0,8.0,98.0,0,0,2023
Jevon Carter,PG,MIL,27,1811.8,651.0,239.0,565.0,142.0,337.0,42.1,31.0,38.0,35.0,167.0,202.0,197.0,78.0,66.0,29.0,158.0,1,0,2023
Cameron Johnson,SF,BKN,27,1199.8,650.0,223.0,474.0,103.0,255.0,40.4,101.0,120.0,34.0,151.0,185.0,78.0,37.0,50.0,14.0,83.0,1,0,2023
T.J. McConnell,PG,IND,31,1526.4,650.0,283.0,521.0,26.0,59.0,44.1,58.0,68.0,45.0,189.0,234.0,397.0,143.0,81.0,10.0,105.0,6,1,2023
Herbert Jones,SF,NOP,24,1950.5,649.0,235.0,501.0,56.0,167.0,33.5,123.0,161.0,97.0,172.0,269.0,162.0,88.0,103.0,42.0,208.0,0,0,2023
Keita Bates-Diop,SF,SAS,27,1452.6,647.0,236.0,465.0,56.0,142.0,39.4,119.0,150.0,65.0,182.0,247.0,103.0,56.0,46.0,20.0,63.0,0,0,2023
Kyle Anderson,SF,MIN,29,1956.6,647.0,252.0,495.0,43.0,105.0,41.0,100.0,136.0,66.0,302.0,368.0,335.0,103.0,78.0,63.0,146.0,10,3,2023
Jalen Smith,PF,IND,23,1278.8,642.0,242.0,508.0,54.0,191.0,28.3,104.0,137.0,129.0,265.0,394.0,66.0,72.0,21.0,60.0,153.0,7,0,2023
Gabe Vincent,PG,MIA,26,1758.7,641.0,228.0,567.0,117.0,350.0,33.4,68.0,78.0,27.0,118.0,145.0,167.0,92.0,62.0,5.0,154.0,0,0,2023
Grant Williams,PF,BOS,24,2044.8,641.0,216.0,476.0,115.0,291.0,39.5,94.0,122.0,87.0,276.0,363.0,131.0,82.0,41.0,31.0,192.0,3,0,2023
AJ Griffin,F,ATL,19,1401.4,639.0,248.0,533.0,101.0,259.0,39.0,42.0,47.0,37.0,116.0,153.0,73.0,42.0,42.0,12.0,87.0,0,0,2023
Georges Niang,SF,PHI,29,1511.8,637.0,222.0,502.0,154.0,384.0,40.1,39.0,45.0,19.0,166.0,185.0,77.0,54.0,31.0,14.0,145.0,0,0,2023
Shake Milton,SG,PHI,26,1567.4,637.0,241.0,503.0,56.0,148.0,37.8,99.0,116.0,39.0,152.0,191.0,240.0,94.0,25.0,13.0,123.0,3,0,2023
Monte Morris,PG,WAS,27,1696.1,636.0,247.0,515.0,78.0,204.0,38.2,64.0,77.0,26.0,184.0,210.0,326.0,60.0,43.0,13.0,75.0,2,0,2023
Bol Bol,C,ORL,23,1505.4,634.0,261.0,478.0,30.0,113.0,26.5,82.0,108.0,69.0,336.0,405.0,69.0,112.0,30.0,85.0,92.0,6,0,2023
Andrew Wiggins,SF,GSW,28,1190.3,633.0,250.0,529.0,89.0,225.0,39.6,44.0,72.0,61.0,125.0,186.0,85.0,48.0,45.0,28.0,107.0,3,0,2023
Jarred Vanderbilt,PF,LAL,24,1879.7,619.0,247.0,451.0,29.0,90.0,32.2,96.0,139.0,170.0,412.0,582.0,184.0,97.0,83.0,21.0,190.0,10,0,2023
Draymond Green,PF,GSW,33,2297.6,617.0,250.0,474.0,40.0,131.0,30.5,77.0,108.0,66.0,459.0,525.0,500.0,204.0,74.0,61.0,229.0,11,0,2023
Al Horford,C,BOS,36,1921.4,616.0,228.0,479.0,145.0,325.0,44.6,15.0,21.0,73.0,317.0,390.0,189.0,37.0,30.0,61.0,121.0,7,0,2023
Kyle Lowry,PG,MIA,37,1717.7,615.0,196.0,485.0,107.0,310.0,34.5,116.0,135.0,43.0,182.0,225.0,281.0,103.0,57.0,21.0,143.0,2,1,2023
Jeremy Sochan,F,SAS,19,1457.7,614.0,250.0,552.0,33.0,134.0,24.6,81.0,116.0,95.0,200.0,295.0,142.0,97.0,43.0,23.0,138.0,2,0,2023
Jalen Duren,C,DET,19,1670.1,612.0,258.0,398.0,0.0,2.0,0.0,96.0,157.0,229.0,366.0,595.0,75.0,92.0,44.0,59.0,182.0,19,0,2023
Cam Thomas,SG,BKN,21,947.6,604.0,201.0,456.0,51.0,133.0,38.3,151.0,174.0,8.0,87.0,95.0,78.0,63.0,20.0,7.0,55.0,0,0,2023
Damion Lee,SG,PHX,30,1506.3,604.0,200.0,452.0,110.0,247.0,44.5,94.0,104.0,39.0,186.0,225.0,99.0,78.0,30.0,7.0,118.0,0,0,2023
Karl-Anthony Towns,C,MIN,27,957.0,602.0,212.0,428.0,60.0,164.0,36.6,118.0,135.0,48.0,188.0,236.0,140.0,86.0,20.0,17.0,111.0,9,0,2023
Moritz Wagner,C,ORL,26,1109.5,600.0,198.0,396.0,51.0,163.0,31.3,153.0,182.0,69.0,190.0,259.0,84.0,68.0,37.0,13.0,136.0,3,0,2023
Torrey Craig,SF,PHX,32,1947.8,588.0,228.0,500.0,100.0,253.0,39.5,32.0,45.0,145.0,281.0,426.0,117.0,73.0,50.0,62.0,179.0,4,0,2023
Thomas Bryant,C,DEN,25,1081.5,579.0,230.0,369.0,26.0,59.0,44.1,93.0,126.0,86.0,253.0,339.0,31.0,38.0,16.0,30.0,102.0,9,0,2023
Kevon Looney,F,GSW,27,1957.6,578.0,242.0,384.0,0.0,1.0,0.0,94.0,155.0,274.0,486.0,760.0,207.0,45.0,52.0,50.0,224.0,14,0,2023
Isaiah Stewart,C,DET,21,1414.1,567.0,195.0,441.0,67.0,205.0,32.7,110.0,149.0,115.0,288.0,403.0,70.0,68.0,20.0,34.0,133.0,13,0,2023
Joe Harris,SF,BKN,31,1527.2,562.0,201.0,440.0,142.0,333.0,42.6,18.0,28.0,23.0,141.0,164.0,101.0,41.0,34.0,13.0,140.0,0,0,2023
Trey Lyles,PF,SAC,27,1247.2,562.0,187.0,408.0,87.0,240.0,36.3,101.0,124.0,68.0,232.0,300.0,66.0,64.0,27.0,31.0,97.0,1,0,2023
Reggie Bullock,SF,DAL,32,2364.5,561.0,192.0,470.0,151.0,397.0,38.0,26.0,37.0,32.0,251.0,283.0,108.0,36.0,54.0,13.0,166.0,1,0,2023
Seth Curry,SG,BKN,32,1210.7,561.0,208.0,449.0,94.0,232.0,40.5,51.0,55.0,13.0,87.0,100.0,99.0,51.0,36.0,7.0,96.0,0,0,2023
Brandon Clarke,PF,MEM,26,1090.1,559.0,229.0,349.0,1.0,6.0,16.7,100.0,139.0,92.0,218.0,310.0,72.0,55.0,34.0,37.0,131.0,6,0,2023
Dorian Finney-Smith,PF,BKN,29,2008.8,551.0,196.0,501.0,114.0,338.0,33.7,45.0,59.0,114.0,202.0,316.0,100.0,62.0,55.0,36.0,144.0,2,0,2023
Jose Alvarado,PG,NOP,25,1310.0,550.0,201.0,489.0,83.0,247.0,33.6,65.0,80.0,28.0,113.0,141.0,186.0,81.0,67.0,10.0,125.0,0,0,2023
Josh Green,SG,DAL,22,1539.2,546.0,205.0,382.0,68.0,169.0,40.2,68.0,94.0,55.0,127.0,182.0,103.0,72.0,42.0,5.0,156.0,1,0,2023
Luke Kennard,SG,MEM,26,1315.1,546.0,188.0,382.0,133.0,269.0,49.4,37.0,39.0,15.0,143.0,158.0,91.0,46.0,32.0,5.0,82.0,0,0,2023
Jordan Nwora,SF,IND,24,1188.1,542.0,194.0,445.0,86.0,211.0,40.8,68.0,86.0,51.0,178.0,229.0,88.0,66.0,24.0,14.0,74.0,1,0,2023
Troy Brown Jr.,SF,LAL,23,1859.8,541.0,200.0,465.0,107.0,281.0,38.1,34.0,39.0,62.0,246.0,308.0,95.0,49.0,59.0,16.0,120.0,2,0,2023
Devonte' Graham,PG,SAS,28,1338.4,539.0,161.0,431.0,119.0,338.0,35.2,98.0,131.0,19.0,103.0,122.0,196.0,53.0,45.0,16.0,79.0,0,0,2023
Nick Richards,C,CHA,25,1217.7,532.0,197.0,313.0,1.0,1.0,100.0,137.0,183.0,147.0,269.0,416.0,38.0,59.0,11.0,71.0,154.0,14,0,2023
Josh Okogie,SF,PHX,24,1350.6,529.0,162.0,414.0,66.0,197.0,33.5,139.0,192.0,109.0,142.0,251.0,105.0,63.0,56.0,34.0,114.0,2,0,2023
Jalen Suggs,SG,ORL,21,1245.9,524.0,186.0,444.0,66.0,202.0,32.7,86.0,119.0,55.0,106.0,161.0,155.0,94.0,67.0,27.0,120.0,0,0,2023
Hamidou Diallo,SG,DET,24,995.9,522.0,215.0,375.0,5.0,21.0,23.8,87.0,148.0,57.0,137.0,194.0,55.0,71.0,53.0,16.0,124.0,0,0,2023
Terrence Ross,G,PHX,32,1330.5,522.0,200.0,465.0,95.0,258.0,36.8,27.0,34.0,22.0,132.0,154.0,95.0,43.0,35.0,10.0,97.0,0,0,2023
Drew Eubanks,PF,POR,26,1583.7,518.0,214.0,334.0,7.0,18.0,38.9,83.0,125.0,132.0,286.0,418.0,103.0,67.0,40.0,102.0,169.0,3,0,2023
Tre Mann,PG,OKC,22,1183.4,517.0,197.0,501.0,81.0,257.0,31.5,42.0,55.0,27.0,128.0,155.0,120.0,62.0,40.0,11.0,99.0,1,1,2023
Sam Hauser,SF,BOS,25,1289.9,512.0,180.0,396.0,140.0,335.0,41.8,12.0,17.0,35.0,169.0,204.0,71.0,30.0,29.0,21.0,99.0,0,0,2023
Kevin Love,PF,MIA,34,1239.5,509.0,165.0,424.0,99.0,296.0,33.4,80.0,91.0,59.0,340.0,399.0,116.0,70.0,16.0,12.0,97.0,6,0,2023
Precious Achiuwa,PF,TOR,23,1140.5,508.0,196.0,404.0,29.0,108.0,26.9,87.0,124.0,100.0,228.0,328.0,50.0,59.0,31.0,30.0,102.0,10,0,2023
Dwight Powell,C,DAL,31,1457.9,506.0,197.0,269.0,0.0,5.0,0.0,112.0,168.0,149.0,165.0,314.0,69.0,65.0,48.0,26.0,209.0,1,0,2023
Marvin Bagley III,PF,DET,24,990.5,504.0,202.0,382.0,19.0,66.0,28.8,81.0,108.0,94.0,175.0,269.0,36.0,46.0,19.0,30.0,81.0,8,0,2023
Khris Middleton,SF,MIL,31,800.8,497.0,177.0,406.0,51.0,162.0,31.5,92.0,102.0,28.0,112.0,140.0,163.0,71.0,23.0,5.0,68.0,4,0,2023
Obi Toppin,PF,NYK,25,1050.5,497.0,187.0,419.0,85.0,247.0,34.4,38.0,47.0,29.0,158.0,187.0,66.0,38.0,23.0,12.0,68.0,0,0,2023
Kendrick Nunn,G,WAS,27,963.4,496.0,191.0,450.0,79.0,223.0,35.4,35.0,41.0,15.0,94.0,109.0,90.0,66.0,28.0,7.0,66.0,0,0,2023
Cameron Payne,PG,PHX,28,968.3,493.0,188.0,453.0,68.0,185.0,36.8,49.0,64.0,12.0,94.0,106.0,214.0,81.0,33.0,8.0,88.0,3,0,2023
Taurean Prince,PF,MIN,29,1192.5,493.0,177.0,379.0,74.0,194.0,38.1,65.0,77.0,15.0,117.0,132.0,84.0,69.0,28.0,15.0,123.0,0,0,2023
Isaac Okoro,SF,CLE,22,1652.6,490.0,175.0,354.0,62.0,171.0,36.3,78.0,103.0,52.0,135.0,187.0,87.0,42.0,56.0,30.0,158.0,0,0,2023
Aaron Wiggins,SG,OKC,24,1297.4,479.0,186.0,363.0,48.0,122.0,39.3,59.0,71.0,68.0,143.0,211.0,80.0,56.0,39.0,15.0,110.0,1,0,2023
Nicolas Batum,PF,LAC,34,1709.6,478.0,160.0,381.0,124.0,317.0,39.1,34.0,48.0,62.0,237.0,299.0,121.0,50.0,54.0,44.0,149.0,0,0,2023
Dennis Smith Jr.,PG,CHA,25,1389.8,474.0,186.0,452.0,24.0,111.0,21.6,78.0,106.0,27.0,140.0,167.0,261.0,82.0,75.0,25.0,122.0,1,0,2023
Ochai Agbaji,G,UTA,23,1209.2,467.0,165.0,386.0,81.0,228.0,35.5,56.0,69.0,43.0,78.0,121.0,67.0,41.0,16.0,15.0,99.0,0,0,2023
David Roddy,F,MEM,22,1258.5,466.0,180.0,420.0,65.0,212.0,30.7,41.0,65.0,50.0,143.0,193.0,59.0,57.0,29.0,19.0,107.0,0,0,2023
Pat Connaughton,SG,MIL,30,1442.7,466.0,165.0,421.0,109.0,322.0,33.9,27.0,41.0,50.0,233.0,283.0,77.0,33.0,37.0,11.0,69.0,2,0,2023
Trendon Watford,PF,POR,22,1181.6,459.0,181.0,323.0,25.0,64.0,39.1,72.0,100.0,42.0,196.0,238.0,130.0,71.0,32.0,12.0,118.0,3,0,2023
Jock Landale,C,PHX,27,978.5,456.0,178.0,337.0,21.0,84.0,25.0,79.0,105.0,119.0,161.0,280.0,68.0,59.0,16.0,30.0,126.0,3,0,2023
Isaiah Jackson,SF,IND,21,1042.3,455.0,179.0,318.0,2.0,14.0,14.3,95.0,146.0,113.0,169.0,282.0,51.0,51.0,31.0,93.0,154.0,5,0,2023
Davion Mitchell,PG,SAC,24,1447.0,450.0,181.0,399.0,63.0,197.0,32.0,25.0,31.0,16.0,89.0,105.0,185.0,62.0,44.0,15.0,112.0,0,0,2023
James Wiseman,C,DET,22,867.2,450.0,189.0,339.0,4.0,20.0,20.0,68.0,97.0,73.0,194.0,267.0,30.0,51.0,7.0,27.0,108.0,8,0,2023
Victor Oladipo,SG,MIA,30,1105.6,449.0,160.0,403.0,70.0,212.0,33.0,59.0,79.0,16.0,112.0,128.0,146.0,87.0,57.0,12.0,99.0,0,0,2023
Larry Nance Jr.,PF,NOP,30,1380.8,441.0,186.0,305.0,14.0,42.0,33.3,55.0,79.0,106.0,248.0,354.0,119.0,42.0,56.0,37.0,133.0,3,0,2023
Jeff Green,PF,DEN,36,1091.1,437.0,160.0,328.0,30.0,104.0,28.8,87.0,117.0,38.0,106.0,144.0,69.0,46.0,18.0,17.0,99.0,0,0,2023
Mitchell Robinson,C,NYK,25,1588.8,435.0,188.0,280.0,0.0,0.0,0.0,59.0,122.0,267.0,288.0,555.0,53.0,41.0,56.0,109.0,160.0,13,0,2023
Terence Davis,SG,SAC,25,841.0,431.0,154.0,364.0,89.0,243.0,36.6,34.0,43.0,20.0,119.0,139.0,67.0,53.0,43.0,12.0,104.0,0,0,2023
Xavier Tillman,F,MEM,24,1180.1,429.0,188.0,306.0,4.0,15.0,26.7,49.0,89.0,121.0,186.0,307.0,96.0,44.0,58.0,29.0,97.0,4,0,2023
Cory Joseph,PG,DET,31,1227.4,427.0,150.0,351.0,70.0,180.0,38.9,57.0,72.0,21.0,85.0,106.0,217.0,56.0,34.0,9.0,88.0,0,0,2023
Kenrich Williams,SF,OKC,28,1206.0,425.0,179.0,346.0,50.0,134.0,37.3,17.0,39.0,97.0,164.0,261.0,105.0,32.0,45.0,14.0,112.0,2,0,2023
Jaden Hardy,G,DAL,20,708.4,420.0,146.0,333.0,63.0,156.0,40.4,65.0,79.0,11.0,78.0,89.0,65.0,46.0,17.0,7.0,64.0,0,0,2023
Anthony Lamb,F,GSW,25,1195.0,415.0,148.0,314.0,73.0,199.0,36.7,46.0,60.0,56.0,159.0,215.0,96.0,54.0,28.0,20.0,134.0,0,0,2023
Kevin Knox II,SF,POR,23,951.7,415.0,152.0,332.0,65.0,186.0,34.9,46.0,60.0,34.0,143.0,177.0,33.0,50.0,24.0,12.0,95.0,2,0,2023
Patrick Beverley,PG,CHI,34,1816.5,415.0,144.0,360.0,80.0,239.0,33.5,47.0,65.0,44.0,203.0,247.0,194.0,60.0,63.0,41.0,187.0,2,0,2023
Jordan Goodwin,G,WAS,24,1105.4,407.0,158.0,353.0,38.0,118.0,32.2,53.0,69.0,57.0,148.0,205.0,168.0,57.0,58.0,26.0,95.0,0,0,2023
Isaiah Hartenstein,C,NYK,24,1628.2,406.0,175.0,327.0,8.0,37.0,21.6,48.0,71.0,209.0,327.0,536.0,102.0,66.0,53.0,64.0,213.0,2,0,2023
Andre Drummond,C,CHI,29,849.1,399.0,166.0,274.0,0.0,3.0,0.0,67.0,125.0,138.0,306.0,444.0,33.0,75.0,45.0,27.0,117.0,8,0,2023
Oshae Brissett,SF,IND,24,1083.2,398.0,123.0,319.0,48.0,155.0,31.0,104.0,145.0,62.0,156.0,218.0,44.0,34.0,33.0,13.0,79.0,1,0,2023
Gary Harris,SG,ORL,28,1184.4,397.0,138.0,307.0,94.0,218.0,43.1,27.0,30.0,21.0,77.0,98.0,59.0,28.0,45.0,12.0,93.0,0,0,2023
Jalen Johnson,SF,ATL,21,1041.6,395.0,158.0,322.0,30.0,104.0,28.8,49.0,78.0,51.0,231.0,282.0,83.0,41.0,38.0,34.0,113.0,1,0,2023
Cam Reddish,SF,POR,23,989.6,387.0,139.0,312.0,45.0,144.0,31.3,64.0,75.0,18.0,70.0,88.0,57.0,47.0,39.0,14.0,72.0,0,0,2023
Mark Williams,C,CHA,21,828.0,387.0,160.0,251.0,0.0,0.0,0.0,67.0,97.0,93.0,211.0,304.0,18.0,40.0,28.0,45.0,94.0,11,0,2023
John Wall,PG,LAC,32,754.7,386.0,138.0,339.0,33.0,109.0,30.3,77.0,113.0,14.0,78.0,92.0,178.0,80.0,27.0,12.0,59.0,1,0,2023
Mike Muscala,C,BOS,31,945.1,383.0,131.0,292.0,81.0,207.0,39.1,40.0,52.0,37.0,166.0,203.0,50.0,23.0,15.0,24.0,98.0,0,0,2023
Will Barton,G,TOR,32,993.0,379.0,138.0,364.0,66.0,180.0,36.7,37.0,47.0,15.0,122.0,137.0,112.0,48.0,28.0,13.0,56.0,0,0,2023
Edmond Sumner,PG,BKN,27,736.2,378.0,124.0,269.0,31.0,87.0,35.6,99.0,108.0,13.0,66.0,79.0,68.0,50.0,31.0,10.0,83.0,0,0,2023
Alex Caruso,SG,CHI,29,1575.4,374.0,130.0,286.0,55.0,151.0,36.4,59.0,73.0,42.0,154.0,196.0,193.0,77.0,98.0,46.0,159.0,1,0,2023
Josh Christopher,SG,HOU,21,786.2,372.0,153.0,329.0,21.0,89.0,23.6,45.0,60.0,20.0,51.0,71.0,73.0,60.0,33.0,15.0,59.0,0,0,2023
Wenyen Gabriel,F,LAL,26,1023.8,372.0,155.0,260.0,10.0,36.0,27.8,52.0,84.0,116.0,170.0,286.0,36.0,46.0,26.0,35.0,144.0,0,0,2023
Delon Wright,SG,WAS,31,1221.2,369.0,138.0,291.0,41.0,119.0,34.5,52.0,60.0,58.0,122.0,180.0,194.0,44.0,92.0,17.0,59.0,0,0,2023
JaMychal Green,F,GSW,32,796.7,366.0,136.0,252.0,42.0,111.0,37.8,52.0,67.0,72.0,133.0,205.0,51.0,52.0,25.0,23.0,105.0,0,0,2023
Goran Dragic,PG,MIL,36,870.0,365.0,141.0,335.0,52.0,145.0,35.9,31.0,45.0,16.0,65.0,81.0,151.0,63.0,13.0,4.0,65.0,0,0,2023
John Konchar,SG,MEM,27,1493.8,364.0,138.0,320.0,60.0,177.0,33.9,28.0,36.0,64.0,246.0,310.0,100.0,37.0,77.0,25.0,112.0,2,0,2023
Nickeil Alexander-Walker,SG,MIN,24,883.9,363.0,131.0,295.0,61.0,159.0,38.4,40.0,60.0,15.0,86.0,101.0,108.0,55.0,32.0,21.0,88.0,0,0,2023
Chris Duarte,SG,IND,25,897.2,362.0,123.0,333.0,55.0,174.0,31.6,61.0,72.0,19.0,96.0,115.0,64.0,41.0,25.0,9.0,65.0,0,0,2023
Dario Saric,PF,OKC,29,806.0,362.0,127.0,277.0,45.0,115.0,39.1,63.0,76.0,53.0,154.0,207.0,74.0,55.0,20.0,7.0,99.0,2,0,2023
Steven Adams,C,MEM,29,1133.3,361.0,157.0,263.0,0.0,1.0,0.0,47.0,129.0,214.0,271.0,485.0,97.0,79.0,36.0,46.0,98.0,15,0,2023
Christian Braun,G,DEN,22,1181.1,360.0,143.0,289.0,34.0,96.0,35.4,40.0,64.0,48.0,133.0,181.0,59.0,35.0,41.0,17.0,101.0,0,0,2023
Nassir Little,SF,POR,23,976.1,359.0,134.0,303.0,58.0,158.0,36.7,33.0,46.0,27.0,114.0,141.0,50.0,36.0,20.0,20.0,66.0,0,0,2023
Isaiah Livers,PF,DET,24,1198.7,346.0,120.0,288.0,74.0,203.0,36.5,32.0,39.0,28.0,115.0,143.0,41.0,30.0,28.0,28.0,103.0,1,0,2023
Landry Shamet,SG,PHX,26,806.9,346.0,113.0,300.0,75.0,199.0,37.7,45.0,51.0,11.0,56.0,67.0,93.0,36.0,26.0,5.0,61.0,0,0,2023
Lamar Stevens,F,CLE,25,1120.5,328.0,129.0,288.0,30.0,95.0,31.6,40.0,57.0,48.0,159.0,207.0,33.0,27.0,27.0,19.0,79.0,1,0,2023
Simone Fontecchio,F,UTA,27,765.8,328.0,115.0,312.0,63.0,191.0,33.0,35.0,44.0,31.0,55.0,86.0,42.0,39.0,15.0,8.0,62.0,0,0,2023
Mo Bamba,C,LAL,24,768.4,323.0,117.0,241.0,48.0,124.0,38.7,41.0,62.0,58.0,167.0,225.0,46.0,30.0,13.0,43.0,105.0,2,0,2023
Yuta Watanabe,SF,BKN,28,927.8,322.0,114.0,232.0,60.0,135.0,44.4,34.0,47.0,30.0,111.0,141.0,48.0,22.0,25.0,17.0,80.0,0,0,2023
Chimezie Metu,PF,SAC,26,689.0,321.0,129.0,219.0,9.0,38.0,23.7,54.0,73.0,47.0,151.0,198.0,40.0,32.0,22.0,21.0,81.0,0,0,2023
Montrezl Harrell,C,PHI,29,681.1,320.0,125.0,209.0,0.0,6.0,0.0,70.0,101.0,67.0,92.0,159.0,33.0,35.0,17.0,25.0,75.0,1,0,2023
Derrick Jones Jr.,SF,CHI,26,893.4,319.0,115.0,230.0,27.0,80.0,33.8,62.0,84.0,60.0,93.0,153.0,34.0,25.0,29.0,37.0,86.0,0,0,2023
Joe Ingles,SG,MIL,35,1043.5,317.0,108.0,248.0,83.0,203.0,40.9,18.0,21.0,13.0,115.0,128.0,150.0,55.0,33.0,6.0,74.0,1,0,2023
T.J. Warren,SF,PHX,29,686.7,314.0,132.0,270.0,22.0,67.0,32.8,28.0,35.0,26.0,95.0,121.0,40.0,20.0,22.0,12.0,65.0,0,0,2023
Ty Jerome,SG,GSW,25,815.6,309.0,118.0,242.0,35.0,90.0,38.9,38.0,41.0,7.0,71.0,78.0,135.0,30.0,23.0,5.0,64.0,0,0,2023
Moses Moody,SG,GSW,20,817.1,302.0,108.0,227.0,49.0,135.0,36.3,37.0,53.0,28.0,77.0,105.0,51.0,34.0,18.0,7.0,54.0,0,0,2023
R.J. Hampton,PG,DET,22,749.6,302.0,102.0,237.0,41.0,116.0,35.3,57.0,76.0,18.0,69.0,87.0,54.0,42.0,27.0,9.0,51.0,0,0,2023
Romeo Langford,SG,SAS,23,844.3,297.0,121.0,259.0,16.0,61.0,26.2,39.0,56.0,57.0,57.0,114.0,50.0,30.0,24.0,13.0,67.0,0,0,2023
Vlatko Cancar,SF,DEN,26,889.0,297.0,108.0,227.0,43.0,115.0,37.4,38.0,41.0,24.0,104.0,128.0,80.0,37.0,22.0,14.0,84.0,1,0,2023
Theo Maledon,PG,CHA,21,853.7,295.0,102.0,254.0,28.0,95.0,29.5,63.0,74.0,14.0,109.0,123.0,152.0,59.0,37.0,12.0,61.0,1,0,2023
Matisse Thybulle,SG,POR,26,1200.4,293.0,110.0,253.0,54.0,148.0,36.5,19.0,28.0,40.0,100.0,140.0,53.0,24.0,83.0,32.0,113.0,0,0,2023
Rudy Gay,SF,UTA,36,815.6,293.0,109.0,288.0,33.0,131.0,25.2,42.0,49.0,33.0,130.0,163.0,57.0,37.0,19.0,18.0,68.0,0,0,2023
Jeremiah Robinson-Earl,PF,OKC,22,813.7,292.0,110.0,248.0,37.0,111.0,33.3,35.0,42.0,71.0,109.0,180.0,43.0,19.0,24.0,11.0,71.0,1,0,2023
